"codigo","chave","nome","categoria","familia","classes","nivel_item","atributos","requisitos","descricao","loja_oficial","marketplace","motivo_comercial"
"6684","13-28","Pendant of Ability","Joias, consumíveis e itens diversos","Acessório","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","50","durabilidade 50","sem requisito numérico registrado","Pendant of Ability é um item da família acessório, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 50. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6685","13-29","Armor of Guardsman","Joias, consumíveis e itens diversos","Item diverso","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","atributos específicos de item diverso não registrados na exportação","sem requisito numérico registrado","Armor of Guardsman é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra atributos específicos de item diverso não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6686","13-30","Cape of Lord","Joias, consumíveis e itens diversos","Asa ou capa","Dark Lord (classe inicial)","180","durabilidade 200","sem requisito numérico registrado","Cape of Lord é um item da família asa ou capa, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 200. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Lord (classe inicial). Ocupa 2x3 espaço(s) no inventário e pode participar das tabelas de drop.","Somente cosmético ou progressão controlada","Recomendado","Equipamento deve circular prioritariamente entre jogadores; venda direta exige limites de nível e opções."
"6687","13-31","Spirit","Joias, consumíveis e itens diversos","Item diverso","Dark Lord (classe inicial)","0","atributos específicos de item diverso não registrados na exportação","sem requisito numérico registrado","Spirit é um item da família item diverso, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra atributos específicos de item diverso não registrados na exportação. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Lord (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Revisão manual","Conforme flag de trade do servidor","A função comercial não pode ser confirmada apenas pela tabela de itens."
"6688","13-32","Splinter of Armor","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 1","sem requisito numérico registrado","Splinter of Armor é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 1. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6689","13-33","Bless of Guardian","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 1","sem requisito numérico registrado","Bless of Guardian é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 1. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6690","13-34","Claw of Beast","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 1","sem requisito numérico registrado","Claw of Beast é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 1. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6691","13-35","Fragment of Horn","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 1","sem requisito numérico registrado","Fragment of Horn é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 1. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6692","13-36","Broken Horn","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","0","durabilidade 1","sem requisito numérico registrado","Broken Horn é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 1. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6693","13-37","Horn of Fenrir","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (segunda classe); Dark Knight (segunda classe); Fairy Elf (segunda classe); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (segunda classe); Rage Fighter (classe inicial)","300","durabilidade 255","sem requisito numérico registrado","Horn of Fenrir é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (segunda classe), Dark Knight (segunda classe), Fairy Elf (segunda classe), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (segunda classe), Rage Fighter (classe inicial). Ocupa 2x2 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
"6694","13-38","Moonstone Pendant","Joias, consumíveis e itens diversos","Joia ou material","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","21","durabilidade 120","sem requisito numérico registrado","Moonstone Pendant é um item da família joia ou material, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 120. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Pacotes limitados","Recomendado","Material econômico de alta liquidez; precisa de limite, preço dinâmico e proteção contra inflação."
"6695","13-39","Eilte Transfer Skeleton Ring","Joias, consumíveis e itens diversos","Pet ou montaria","Dark Wizard (classe inicial); Dark Knight (classe inicial); Fairy Elf (classe inicial); Magic Gladiator (classe inicial); Dark Lord (classe inicial); Summoner (classe inicial); Rage Fighter (classe inicial)","10","durabilidade 255","sem requisito numérico registrado","Eilte Transfer Skeleton Ring é um item da família pet ou montaria, catalogado em Joias, consumíveis e itens diversos. A configuração atual registra durabilidade 255. Requisitos: sem requisito numérico registrado. Uso permitido: Dark Wizard (classe inicial), Dark Knight (classe inicial), Fairy Elf (classe inicial), Magic Gladiator (classe inicial), Dark Lord (classe inicial), Summoner (classe inicial), Rage Fighter (classe inicial). Ocupa 1x1 espaço(s) no inventário e pode participar das tabelas de drop.","Venda controlada","Permitido se negociável no servidor","Pet ou montaria pode ser cosmético ou conceder bônus; duração, atributos e limite por conta precisam ser explícitos."
